judul,link,tanggal,deskripsi,teks
Polisi Periksa 3 Saksi Terkait Kasus Siswa yang Diduga Dianiaya Wali Kelasnya di Bogor,https://megapolitan.kompas.com/read/2024/10/29/18573151/polisi-periksa-3-saksi-terkait-kasus-siswa-yang-diduga-dianiaya-wali,29/10/2024,Polisi Periksa 3 Saksi Terkait Kasus Siswa yang Diduga Dianiaya Wali Kelasnya di Bogor,"BOGOR, KOMPAS.com- Polresta Bogor Kota memeriksa tiga saksi dalam kasus dugaan penganiayaan wali kelas terhadap siswa SMP berinisial L (14) di Kecamatan Bogor Selatan, Kota Bogor. Ketiga saksi yang diperiksa merupakan anggota keluarga korban.Selanjutnya, polisi akan melakukan pemanggilan terhadap pihak sekolah untuk dimintai keterangan.“Hari ini ada tiga orang saksi korban yang kita panggol. pemanggilan selanjutnya dari pihal sekolah yg akan kita layangkan panggilan,” ujar Kasat Reskrim Polresta Bogor Kota AKP Aji Riznaldi Nugroho saat ditemui Kompas.com, Selasa (29/10/2024).Baca juga:Siswa SMP Swasta di Bogor Diduga Dianiaya Wali KelasnyaSelain memeriksa saksi, polisi juga telah melakukan visum terhadap korban.Secara fisik polisi melihat ada luka lebam di wajah korban, baik di sisi kanan maupun kiri“Untuk visum kita sudah lakukan. Untuk luka jika dilihat secara fisik terlihat di wajah,” ujarnya.Jika terbukti bersalah, terduga pelaku dikenakan Pasal 76C juncto Pasal 80 Undang-Undang Perlindungan Anak.“Pasal yang diterapkan 76C Juncto 80 UU PPA,” ujar Aji.Sebelumnya, seorang pelajar SMP berinisial L (14) diduga menjadi korban penganiayaan oleh wali kelasnya berinisial H di sekolah swasta di Kecamatan Bogor Selatan, Kota Bogor.Kejadian ini dipicu karena L diduga mengobrol saat sedang di majelis, yang dianggap tidak patut sebagai seorang ketua kelas pada Senin (21/10/2024).“Anak saya ngobrol di majelis, di belakang kursi. Karena anak saya ketua kelas dipanggil oleh wali kelasnya, sambil dijewer bilang sebagai ketua kelas harus memberikan contoh yang baik,” ucap Ayah korban, Umar (39) saat ditemui Kompas.com, Selasa (29/10/2024).Baca juga:Penjual Roti Bakar Tewas Tertabrak Kereta di BogorSetibanya di rumah, Umar mendapati kondisi L yang memar di bagian mata. Namun, pihak sekolah awalnya menyampaikan bahwa L terjatuh di kamar mandi.Namun, Umar mendapat informasi dari orangtua murid lain bahwa anaknya terluka karena mendapatkan kekerasan fisik hingga pingsan.“Selasanya ada orangtua murid yang bilang anak saya bukan jatuh, tetapi dipukul sampai pingsan. Setelah pingsan ditendang,” cerita Umar.Atas kejadian ini, keluarga L telah melaporkan kasus tersebut ke Polresta Bogor Kota dan berharap penyelesaian hukum yang adil tanpa adanya intimidasi atau upaya damai.“Kami ingin diselesaikan secara hukum tanpa ada kata damai,” ujarnya.Baca juga:243 Siswa SD di Bogor Dibagikan Makan Siang Bergizi GratisSimakbreaking newsdanberita pilihankami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel :https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya."
Kemensos Akan Tempuh Digitalisasi untuk Tekan Celah Korupsi,https://nasional.kompas.com/read/2024/10/29/18511711/kemensos-akan-tempuh-digitalisasi-untuk-tekan-celah-korupsi,29/10/2024,Kemensos Akan Tempuh Digitalisasi untuk Tekan Celah Korupsi,"SEMARANG, KOMPAS.com– Dalam upaya menekan celahkorupsi, Kementerian Sosial (Kemensos) akan menempuh langkahdigitalisasidi berbagai sektor.Menteri SosialSaifullah Yusuf, menegaskan tekad dan komitmen bersama menjadi kunci penting dalam mencegah praktik korupsi, terlebih dengan memanfaatkan teknologi untuk transparansi.Saifullah menyampaikan digitalisasi adalah salah satu upaya yang akan ditempuh Kemensos untuk memperkecil peluang korupsi.“Ya salah satunya digitalisasi. Salah satunya jalan digitalisasi. Tapi kan yang penting kita punya tekad dulu gitu,” kata Saifullah kepada awak media di Kota Semarang, Jawa Tengah, pada Selasa (29/10/2024).Baca juga:Soal Mobil Maung buat Menteri, Mensos: Kita Ikut ArahanMenurutnya, kehadiran digitalisasi tidak hanya menciptakan transparansi tetapi juga memungkinkan pengawasan publik yang lebih ketat.“Kita punya komitmen, kita punya tekad gitu. Supaya ini menjadi perhatian semua, jadi bisa saling mengingatkan,” ujar lelaki akrab disapaGus Ipulitu.Saifullah juga berharap upaya digitalisasi ini menjadi momentum yang tidak hanya diadopsi oleh Kemensos, tetapi juga di sektor-sektor lain dalam pemerintahan.Dia mengatakan, Presiden Prabowo dalam kegiatan pembekalan di Magelang, Jawa Tengah, pada pekan lalu juga menekankan supaya para menteri jangan terjerumus dalam praktik korup saat menjalankan tugasnya.Baca juga:Mensos Bakal Siapkan Ragam Langkah Tahan Penurunan Jumlah Kelas MenengahMenruut Saifullah, Prabowo menekankan sudah banyak program pemerintah yang gagal akibat perbuatan korupsi dan akhirnya tidak memberikan manfaat bagi masyarakat.Simakbreaking newsdanberita pilihankami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel :https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya."
Menpora Ungkap Pesan Prabowo dalam Peringatan Hari Sumpah Pemuda,https://nasional.kompas.com/read/2024/10/29/18473881/menpora-ungkap-pesan-prabowo-dalam-peringatan-hari-sumpah-pemuda,29/10/2024,Menpora Ungkap Pesan Prabowo dalam Peringatan Hari Sumpah Pemuda,"JAKARTA, KOMPAS.com- Menteri Pemuda dan Olahraga (Menpora) Dito Ariotedjo mengungkapkan pesan PresidenPrabowo Subiantokepada para anak muda yang hadir dalam puncak acara peringatan HariSumpah Pemudadi TMII, Senin (28/10/2024).Dito menyoroti pesan Presiden Prabowo yang menargetkan Indonesia mampu mencapai pertumbuhan ekonomi 8 persen, dan bisa memanfaatkan peran generasi dan talenta-talenta muda untuk mewujudkan hal itu.""Kenapa target pertumbuhan 8 persen? Pertama, Bapak Prabowo adalah presiden ke-8, kedua targetnya adalah 8 persen, ketiga visi misi melalui delapan cita-cita yakni Asta Cita, dan angka delapan adalah simbol dari sesuatu yang berkelanjutan, terus bergerak, terus berdampak,"" kata Dito dilansir Antara, Selasa.Baca juga:Momen Ulang Tahun Mensesneg Prasetyo Hadi Dirayakan pada Acara Sumpah PemudaIa pun menyampaikan bahwa berbagai data dan analisa, secara umum Indonesia selalu memiliki peluang mencapai pertumbuhan ekonomi 8 persen.Target ekonomi tersebut, kata dia, menuntut kolaborasi antara berbagai pihak, termasuk pemerintah, masyarakat, akademisi, pelaku usaha, dan media.Dito pun gembira, peringatan Hari Sumpah Pemuda tahun ini mencetak sejarah dengan dihadiri oleh setidaknya 25 Menteri dan Wakil Menteri serta pimpinan Lembaga Tinggi Negara.Para pejabat yang hadir diantaranya, Menko PMK Pratikno, Mensesneg Prasetyo Hadi, Mendes Yandri Susanto, Menpan RB Rini Widyantini, Kepala Staf Presiden AM Putranto, Ketua DPD RI Sultan Bachtiar Najamudin, Wakil Ketua DPD RI Tamsil Lirung, Wakil Ketua MPR Abcandra Muhammad Akbar Supratman,  hingga utusan khusus Presiden Raffi Ahmad.""Kehadiran para menteri dan setingkat menteri malam ini di acarapuncak peringatan HSP ke-96 terbanyak sepanjang sejarah. Total kehadiran dari menteridan wakil serta setingkat menteri mencapai 25 orang,"" ucap Dito.Baca juga:Peringati Hari Sumpah Pemuda, Menkomdigi Ajak Pemuda Indonesia Bangun Sektor Digital NasionalSementara itu, mewakili Presiden Prabowo Subianto, Menko PMK Pratikno menyampaikansalam hormat kepada seluruh tamu yang hadir dalam acara Peringatan Hari Sumpah Pemuda.Ia pun menilai, kehadiran para pimpinan lembaga dan anggota kabinet menunjukkan bahwa pemerintah dan negara sangat-sangat memperhatikan dan memberikan dukungan serius kepada pembangunan hingga penguatan pemuda Indonesia.""Kita tadi menyaksikan pengucapan kembali Sumpah Pemuda, betapa relevannya SumpahPemuda itu sampai sekarang, satu Tanah Air, satu Bangsa, satu bahasa yang diucapkanpada tahun 1928 lalu, namun berhasil untuk mengumpulkan bersama-sama para pemudakemudian melakukan deklarasi yang luar biasa,"" katanya.Simakbreaking newsdanberita pilihankami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel :https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya."
"Soal Mobil Maung buat Menteri, Mensos: Kita Ikut Arahan",https://nasional.kompas.com/read/2024/10/29/18391731/soal-mobil-maung-buat-menteri-mensos-kita-ikut-arahan,29/10/2024,"Soal Mobil Maung buat Menteri, Mensos: Kita Ikut Arahan","SEMARANG, KOMPAS.com–Menteri SosialSaifullah Yusufmenyatakan penggunaanmobil Maungsebagai kendaraan dinas untuk para pejabat pemerintah masih menunggu arahan lebih lanjut dari PresidenPrabowo Subianto.""Pokoknya ke depan kita ikut arahan,"" ujar Saifullah kepada awak media di Kota Semarang, Jawa Tengah, Selasa (29/10/2024).Saat ditanya mengenai kesiapan anggaran untuk pengadaan mobil Maung jika diperintahkan oleh Presiden Prabowo, lelaki kerap disapaGus Ipulitu menegaskan pemerintah akan mengikuti rencana yang disusun.""Ya tentu kita sesuai arahan, kita siap melaksanakan apa yang menjadi misi-misi Bapak Presiden,"" ujar Saifullah.Baca juga:Mensos Bakal Siapkan Ragam Langkah Tahan Penurunan Jumlah Kelas MenengahIa juga menyinggung keputusan buat pengadaan mobil Maung ini, seperti anggaran pemerintah lainnya, kemungkinan sudah direncanakan jauh-jauh hari.""Kan kalau pemerintah itu kan selalu merencanakan satu tahun sebelumnya,"" ucap Saifullah.Saifullah menyebutkan Presiden Prabowo memiliki keinginan kuat untuk mendorong masyarakat mencintai produk-produk dalam negeri, termasuk untuk penggunaan resmi dalam pemerintahan.""Tetapi memang ada keinginan yang kuat dari Presiden untuk kita menggunakan produk-produk dalam negeri, dalam semua hal. Sebisa mungkin ya, sebisa mungkin,"" papar Saifullah.Diketahui, Menteri Sekretaris Negara (Mensesneg) Prasetyo Hadi sebelumnya menegaskan, pihaknya akan membeli mobil dinas Maung produksi PT Pindad untuk para menteri, wamen, dan kepala badan, bukan menyewa.Baca juga:Menteri Prabowo Akan Gunakan Maung, Maruarar Sirait: Sangat Senang Pakai Produk Dalam NegeriMenurut Prasetyo, Indonesia harus memiliki mobil buatan sendiri.""Ya jadi dong (mobil dinas Maung), semangatnya adalah kita harus punya mobil buatan sendiri,"" ujar Prasetyo di Istana, Jakarta, Selasa.Meski demikian, Prasetyo belum tahu apakah pengadaan mobil dinas Maung ini bakal langsung diberikan kepada semua pejabat atau tidak.Sebab, kata dia, mereka juga harus melihat kemampuan produksi dari PT Pindad.Simakbreaking newsdanberita pilihankami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel :https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya."
Pasutri di Pasar Rebo Aniaya Anaknya karena Sakit Hati Tak Dianggap sebagai Orangtua,https://megapolitan.kompas.com/read/2024/10/29/18375221/pasutri-di-pasar-rebo-aniaya-anaknya-karena-sakit-hati-tak-dianggap,29/10/2024,Pasutri di Pasar Rebo Aniaya Anaknya karena Sakit Hati Tak Dianggap sebagai Orangtua,"JAKARTA, KOMPAS.com- YT dan ML, pasangan suami istri (pasutri) di Kalisari, Pasar Rebo, Jakarta Timur, menganiaya anaknya berinisial RML (5) karena tidak diakui sebagai orangtuanya.“Pelaku sakit hati dengan korban karena korban tidak mau mengakui sebagai orangtua,” ujar Kabid Humas Polda Metro Jaya Kombes Pol Ade Ary Syam saat dikonfirmasi, Selasa (29/10/2024).Bukan hanya itu, RML juga disebut selalu mengeluhkan kepada tetangga bahwa dirinya kerap tidak diberikan makan oleh YT dan ML.Baca juga:Pasutri Penganiaya Anak hingga Babak Belur di Pasar Rebo Ditangkap Polisi“Sehingga (pelaku) meluapkan emosi dengan cara melakukan kekerasan terhadap korban,” kata dia.Dalam perkara ini, YT merupakan ibu kandung korban. Sedangkan, ML merupakan ayah sambung RML.Pada Juni 2024, YT menjemput RML dari Kupang, Nusa Tenggara Timur (NTT) ke Jakarta untuk bertemu dengan ML.“Karena sejak bayi tinggalnya di Kupang, sehingga korban tidak mengenal ibunya, pelaku sakit hati,” kata Ade.Berdasarkan hasil pemeriksaan awal, korban selalu bercerita kepada tetangga soal RML yang sering tidak diberikan makan.“Para pelaku sakit hati dan sejak Juni 2024 hingga 28 oktober 2024, (korban) sering mendapatkan kekerasan itu dari para pelaku dengan cara pelaku memukul bersama-sama dengan menggunakan alat bantu sapu lidi dan ikat pinggang,” urai Ade.“Jadi, jika salah satu memukul korban, kemudian pelaku juga bersama-sama memukul, sehingga korban mengalami luka memar dan mengeluarkan darah di sekujur badan dan muka dan juga kepala dan pelipis,” lanjut dia.Dengan begitu, tetangga selalu melihat korban dalam kondisi luka lebam. Namun, pada 28 Oktober 2024, saksi melihat RML tengah berdarah.“Akhirnya ditolong oleh para saksi dan korban menjelaskan telah mendapatkan kekerasan dari pelaku, korban menangis,” ucap Ade.Baca juga:Anak yang Diduga Dianiaya Orangtuanya di Pasar Rebo Sudah Dibawa ke Rumah AmanDengan begitu, warga membawa RML ke Polres Metro Jakarta Timur untuk dilakukan penyelidikan.Dalam sebuah video yang diunggah akun Instagram @lbj_Jakarta, tampak anak tersebut yang mengenakan baju merah menangis saat menghampiri dua orang ibu-ibu.Dalam video itu, wajah dan tangan anak itu terlihat terluka dan berdarah hingga membuat kedua ibu-ibu terkejut.""Kamu kenapa? Diapain sama mama? Kamu mukanya sampe bonyok begini. Ya Allah kamu kenapa tangannya sampai begini, ledes. Pada biru lho ini muka kamu,"" ucap si perekam video.Pada unggahan video tersebut, dinarasikan bahwa anak tersebut dianiaya oleh orangtuanya sendiri.Tak berselang lama, tampak ada polisi yang datang untuk melakukan penyelidikan terkait kejadian yang menimpa anak malang itu.Baca juga:Seorang Anak di Pasar Rebo Diduga Dianiaya Orangtuanya hingga Babak BelurSimakbreaking newsdanberita pilihankami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel :https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya."
Kronologi Penemuan Mayat Perempuan Tanpa Kepala di Muara Baru,https://megapolitan.kompas.com/read/2024/10/29/18354531/kronologi-penemuan-mayat-perempuan-tanpa-kepala-di-muara-baru,29/10/2024,Kronologi Penemuan Mayat Perempuan Tanpa Kepala di Muara Baru,"JAKARTA, KOMPAS.com- Seorang petugas stasiun pengisian bahan bakar umum (SPBU) bernama Denni Zaelani (34) menceritakan kronologi penemuan mayat perempuan tanpa kepala di dermaga kapal belakang pom bensin di Jalan Tuna, Muara Baru, Jakarta Utara, Selasa (29/10/2024).Mayat tanpa kepalatersebut dilihat pertama kali oleh buruh kapal pencari ikan.""Biasa mau bongkaran ikan, mau ngopi terus ngadem di sini melihat ke arah air, ada buntalan mencurigakan di pinggir, terus lapor ke saya,"" ucap Denni saat diwawancarai di lokasi, Selasa.Baca juga:Mayat Wanita Tanpa Kepala Ditemukan di Dalam Karung di Muara BaruSaat itu, Denni ingin beristirahat dan berjalan menuju ke pinggir dermaga.Merasa penasaran, ia mengangkat buntalan karung yang mengambang di air ke atas daratan.Namun, karena curiga, ia tak berani membukanya sendiri dan menghubungi polisi.""Setelah ada polisi baru dibuka, pas dibuka eh kepalanya enggak ada. Tapi, badannya utuh,"" ujar Denni.Mayat tersebut dibungkus lima lapisan sehingga sangat rapi.""Itu bungkusannya lima lapis, mulai dari kardus, karung, selimut, kardus lagi, terus kasur, terus di dalam baru mayat,"" ucap Denni.Saat dibuka, mayat tersebut mengeluarkan bau tak sedap, tetapi tidak terlalu menyengat.Baca juga:Mayat Wanita Tanpa Kepala di Muara Baru Diduga Korban PembunuhanNamun, darah di tubuh korban terlihat masih segar.Saat ini, mayat tanpa identitas itu sedang diperiksa di Rumah Sakit (RS) Polri Kramatjati, Jakarta Timur.Polisi juga masih menyelidiki identitas korban dan mencari keberadaan keluarganya.Simakbreaking newsdanberita pilihankami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel :https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya."
"Menteri PU Tegaskan IKN Tetap Jalan, tapi Prioritas Sekarang Swasembada Pangan",https://nasional.kompas.com/read/2024/10/29/18353991/menteri-pu-tegaskan-ikn-tetap-jalan-tapi-prioritas-sekarang-swasembada,29/10/2024,"Menteri PU Tegaskan IKN Tetap Jalan, tapi Prioritas Sekarang Swasembada Pangan","JAKARTA, KOMPAS.com- Menteri Pekerjaan Umum (PU) Dody Hanggodo menyatakan komitmen pemerintah untuk tetap melanjutkan pembangunan Ibu Kota Nusantara (IKN).Kendati demikian, ia menegaskan bahwa pemerintah saar ini memprioritaskan terwujudnyaswasembada pangan.""IKN sih tetap, prioritasnya sekarang kan swasembada pangan,"" kata Menteri Dody ditemui di Kompleks Parlemen, Jakarta, Selasa.Baca juga:Bagi Prabowo, IKN Merupakan Ibu Kota PolitikDody menegaskan, hal tersebut sesuai dengan arahan dari Presiden Prabowo untuk mewujudkan swasembada pangan di Tanah Air.Sehingga, sudah menjadi kewajiban pihaknya untuk mendukung program yang dicanangkan Presiden dengan cara membantu Kementerian Pertanian melalui pembangunan irigasi.""Arahannya itu swasembada pangan, kita ini kekurangan beras loh,"" kata dia.""Beras itu utama. Kewajiban PU support Pak Presiden soal swasembada, berarti support Kementan Itu dulu yang utama, termasuk swasembada air,"" lanjut Menteri Dody.Baca juga:Prabowo Tegaskan Komitmen Pembangunan Infrastruktur IKN Tuntas 4 TahunMeski demikian, bukan berarti prioritas swasembada pangan ini akan membuat pembangunan IKN terhenti.Ia mengatakan, pembagunan IKN akan tetap dilanjutkan dan diharapkan rampung dalam 4 tahun.""Insya Allah,"" ujarnya.Presiden dan Wakil Presiden RIPrabowo Subianto-Gibran Rakabuming Raka dalam Asta Citanya menyatakan bakal melanjutkan pemerataan ekonomi, penguatan Usaha Mikro, Kecil, dan Menengah (UMKM), serta keberlanjutan pembangunan IKN.Selain itu, Presiden juga menginginkan Indonesia bisa menjadi negara yang mandiri pangan dengan target pencapaian kurang dari 4 tahun.Sebelumnya Dody Hanggodo resmi menjabat sebagai Menteri Pekerjaan Umum (PU) dalam Kabinet Merah Putih yang dipimpin oleh Presiden Prabowo Subianto dan Wakil Presiden Gibran Rakabuming Raka.Pengumuman tersebut disampaikan secara resmi oleh Prabowo pada Minggu (20/10).Dengan dilantiknya Dody sebagai Menteri Pekerjaan Umum, Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) mengalami perubahan nomenklatur, terbagi menjadi dua kementerian, yaitu Kementerian Pekerjaan Umum serta Kementerian Perumahan dan Kawasan Permukiman.Simakbreaking newsdanberita pilihankami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel :https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya."
Masyarakat Diimbau Tak Terprovokasi Baliho Ridwan Kamil Dukung Persija Pakai Jersey Persib,https://megapolitan.kompas.com/read/2024/10/29/18343941/masyarakat-diimbau-tak-terprovokasi-baliho-ridwan-kamil-dukung-persija,29/10/2024,Masyarakat Diimbau Tak Terprovokasi Baliho Ridwan Kamil Dukung Persija Pakai Jersey Persib,"JAKARTA, KOMPAS.com- Juru bicara tim pemenangan pasangan calon gubernur dan wakil gubernur Jakarta nomor urut 1 Ridwan Kamil-Suswono (Rido), Musthofa Faruq, meminta pendukung Rido tidak terprovokasi dengan baliho ""Ayo Persija Juara"" Ridwan Kamil.Baliho tersebut menampilkan gambar Ridwan Kamil mengenakan jersey biru Persatuan Sepak Bola Indonesia Bandung (Persib) bertuliskan “Ayo Persija Juara”.“Kami mengimbau kepada relawan, pendukung agar tidak terpancing dengan materi-materi kampanye yang provokatif,” ujar Musthofa Faruq melalui keterangan resminya, Selasa (29/10/2024).Baca juga:Ridwan Kamil-Suswono Targetkan Raih 60 Persen Suara pada Pilkada Jakarta 2024Musthofa mengajak pendukung Ridwan Kamil-Suswono ikut menyukseskan Pilkada Jakarta 2024 agar berjalan aman, lancar, damai, dan kondusif.Dia mengeklaim, tim Ridwan Kamil-Suswono akan selalu menjunjung prinsip keadilan selama masa kampanye.“Kami memastikan semua materi kampanye kami akan selalu memperhatikan keragaman, identitas, dan aspirasi warga Jakarta. Tim Ridwan Kamil dan Suswono menjunjung tinggi prinsipfairness, baik dalam olahraga maupun dalam politik,” kata Musthofa.Adapun berdasarkan video yang diunggah akun Instagram @bobotoh_rudet pada Senin (28/10/2024), terlihat sebuah baliho dengan foto Ridwan Kamil memakai jersey biru Persib lengkap dengan udeng atau ikat kepala khas Jawa Barat yang juga berwarna biru.“Ayo Persija Juara,” bunyi tulisan dalam baliho itu. Kata ""Ayo"" dan ""Juara"" berwarna hitam, sementara tulisan “Persija” berwarna oranye, khas klub sepakbola asal Jakarta ini.Selain itu, terlihat juga bangunan Jakarta International Stadium (JIS) di belakang foto Ridwan Kamil.Sementara, di sebelah kiri atas terlihat slogan ‘Jakarta Baru Jakarta Maju’ dan wajah pasangan Ridwan Kamil-Suswono dengan latar warna biru langit.Baca juga:Munculnya Baliho Ridwan Kamil Pakai Jersey Persib Disertai Tulisan Ayo Persija Juara...Simakbreaking newsdanberita pilihankami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel :https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya."
Mendes Janji Jalankan Amanat Presiden untuk Kurangi Kegiatan Seremonial,https://nasional.kompas.com/read/2024/10/29/18280791/mendes-janji-jalankan-amanat-presiden-untuk-kurangi-kegiatan-seremonial,29/10/2024,Mendes Janji Jalankan Amanat Presiden untuk Kurangi Kegiatan Seremonial,"JAKARTA, KOMPAS.com- Menteri Desa dan Pembangunan Daerah Tertinggal (MendesPDT) Yandri Susanto menyampaikan komitmennya dalam menjalankan amanat PresidenPrabowoSubianto agar kementerian mengurangi penyelenggaraan kegiatan yang bersifat seremonial.""Sesuai dengan arahan Pak Presiden pada rapat kabinet yang pertama, kurangi kegiatan yang sifatnya seremonial. Setuju itu,"" kata Yandri dalam rapat kerja Komisi V DPR RI bersama para mitranya di Kompleks Parlemen, Jakarta, Selasa (29/10/2024).Menurut dia, sudah seharusnya para pejabat menggerakkan jajarannya untuk menghadirkan kegiatan yang berdampak langsung bagi kesejahteraan rakyat, bukan menguntungkan diri sendiri.Hal itu, kata dia, sudah menjadi tanggung jawab seorang pemimpin, seperti menteri.""Masa kita duduk di sini, di ruang ber-AC, makan enak, kita enggak memikirkan itu rakyat Indonesia, makan susah, rumahnya tidak jelas, mata pencariannya tidak jelas. Kita harus tanggung jawab itu, dunia-akhirat,"" kata dia.Baca juga:Ketua Komisi V Minta Mendes Rumuskan Pengawasan Dana DesaSejalan dengan itu, Yandri pun meminta dukungan dan arahan serta masukan dari Komisi V DPR RI agar ia senantiasa dapat menjalankan komitmen tersebut.""Maka mohon Pak bantu saya. Kita harus kerja sama demi Merah Putih,"" ucap dia.Dalam kesempatan yang sama, Yandri telah mengajak seluruh pihak terkait, mulai dari jajarannya hingga DPR RI untuk memajukan desa atau mengubah ""air mata kemiskinan"" menjadi ""air mata kebahagiaan"" di setiap desa.""Prinsip saya itu, sudah saya sampaikan di eselon I di Kementerian Desa PDT, ayo kita geser air mata kemiskinan itu menjadi air mata kebahagiaan di tiap desa,"" kata dia.Ia mengingatkan bahwa kerja sama antara pemerintah, dalam hal ini Kementerian Desa PDT dan kementerian terkait lainnya serta DPR RI menjadi kunci dalam memajukan desa.""Kerja sama antara pemerintah dan DPR itu kunci. Kalau tidak kerja sama, berat, apalagi kalau kita berpikir tentang desa,"" ucap mantan Wakil Ketua MPR RI itu.Baca juga:Mayor Teddy Peringatkan Semua Menteri Imbas Ulah Mendes YandriIa menyampaikan bahwa 73 persen penduduk Indonesia berada di desa-desa sehingga apabila tidak ada usaha pemajuan ataupun pembangunan desa, hal tersebut berarti tidak ada pula pembangunan untuk Indonesia.""Hampir 73 persen penduduk Indonesia di desa. Kalau kita tidak mengurus desa, berarti kita tidak mengurus Indonesia. Maka tagline kami, 'Membangun Desa, Membangun Indonesia'. Desa terdepan untuk Indonesia,"" ucap Yandri.Simakbreaking newsdanberita pilihankami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel :https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya."
Mensos Bakal Siapkan Ragam Langkah Tahan Penurunan Jumlah Kelas Menengah,https://nasional.kompas.com/read/2024/10/29/18242361/mensos-bakal-siapkan-ragam-langkah-tahan-penurunan-jumlah-kelas-menengah,29/10/2024,Mensos Bakal Siapkan Ragam Langkah Tahan Penurunan Jumlah Kelas Menengah,"SEMARANG, KOMPAS.com-Menteri SosialSaifullah Yusufmenyampaikan pemerintah terus memperkuat sinergi lintas lembaga, mulai dari Kementerian Sosial, kementerian terkait, sampai pemerintah daerah buat menjaga daya beli dan ketahanan kelompok rentan, termasukkelas menengahyang rentan mengalami kemerosotan ekonomi.“Kita tahan, kita berikan program-program yang membuat mereka bisa tetap bertahan. Ya, tergantung kebutuhannya,” kata Saifullah kepada awak media di Kota Semarang, Jawa Tengah, Selasa (29/10/2024).Lelaki kerap disapaGus Ipulitu menjelaskan, pemerintah akan menggodok berbagai paket program sesuai kebutuhan masyarakat, dari pelatihan manajemen, tata kelola keuangan, hingga bantuan sosial bagi yang membutuhkan. Hal ini dilakukan agar daya beli masyarakat tetap terjaga di tengah ancaman penurunan kelas menengah.“Macam-macam paketnya itu. Tapi yang jelas pemerintah ya secara keseluruhan telah mengantisipasi dan mencoba melakukan semua peluang yang ada. Karena anggarannya pada dasarnya sudah diketok kan untuk tahun 2025 ini,” ujar Saifullah.Baca juga:Mensos Ajak Masyarakat Terlibat Aktif Periksa dan Mutakhirkan DTKSUpaya ini, kata Saifullah, juga melibatkan koordinasi erat antara pemerintah pusat dan daerah guna mengoptimalkan efektivitas program.“Mudah-mudahan nanti lewat sinergi, lewat koordinasi yang baik. Pusat, daerah, itu InsyaAllah lah kita bisa melakukan yang terbaik lah untuk kelompok rentan ini. Untuk keluarga yang rentan,” ucap Saifullah.Menurut data Badan Pusat Statistik (BPS), jumlah masyarakatkelas menengah di Indonesiakian menyusut. Tercatat jumlah masyarakat kelas mencapai 21,4 persen total penduduk pada 2019, namun pada 2024 hanya mencapai 17,1 persen.Baca juga:Mensos Bakal Pertajam Akurasi Data Supaya Bansos Semakin Tepat SasaranPada saat bersamaan, muncul tanda pelemahan daya beli, yang ditunjukan oleh deflasi secara bulanan (month to month/mtm) yang terjadi selama lima bulan berturut-turut.Simakbreaking newsdanberita pilihankami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel :https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya."
