judul,link,tanggal,deskripsi,teks
"[PENIPUAN] Loker Helper, Operator, dan Driver di PT Petronesia Benimel",https://turnbackhoax.id/2024/10/23/penipuan-loker-helper-operator-dan-driver-di-pt-petronesia-benimel/,"Oktober 23, 2024",Pesan WhatsApp berisi informasi lowongan kerja di PT Petronesia Benimel merupakan konten tiruan (impostor content) untuk modus penipuan.,"Kanal informasi tentang lowongan kerja (termasuk permagangan) PT Petronesia Benimel hanya melalui LinkedIn perusahaan.Pesan WhatsApp berisi informasi lowongan kerja di PT Petronesia Benimel merupakan konten tiruan (impostor content) untuk modus penipuan.Beredar pesan [arsip] WhatsApp (WA) tentang informasi lowongan kerja di PT Petronesia Benimel. Berikut isi lengkapnya:“Penerimaan di buka PT PETRONESIA BENIMEL PenempatanSesuai Domisili/Daerah andaPria dan Wanita17 – 55 thGaji perbulan Rp 4 juta – Rp 9 juta/SMP SMA.SMK.SederajatHelper,operator,driverTIDAK ADA PENGALAMAN KERJA TIDAK MASALAH NANTI ADA BIMBINGAN YANG AKAN DI BERIKANFasilitas:Kendaraan,Seragam,Kartap,Makan,BpjsPendaftaran Disini Gratis Yah Tidak Dipungut biaya👇👇https://bitly[dot]cx/CyqK“Pemeriksaan FaktaPertama-tama, tim pemeriksa fakta Mafindo (TurnBackHoax) mengecek tautan yang ada dalam pesan tersebut. Hasilnya, calon pelamar diminta mengisi nama dan nomor telepon Telegram aktif. Calon pelamar lalu diminta memasukkan kode OTP yang Ini merupakan modus penipuan dengan menyalahgunakan data pribadi.TurnBackHoax kemudian menghubungi PT Petronesia Benimel melalui Instagram resminya @petronesia.benimel. Perusahaan menegaskan pesan yang beredar di WA itu merupakan hoaks.“Informasi lowongan tersebut adalah Palsu bukan dari PT Petronesia Benimel. Segala bentuk informasi mengenai lowongan dan magang hanya melalui linkedin kami diPT Petronesia Benimel member of Hutama Karya Group, Terimakasih 🙏🏻,” tulis PT Petronesia Benimel kepada TurnBackHoax lewat pesan Instagram, Sabtu (19/10/2024).KesimpulanPesan WhatsApp berisi informasi lowongan kerja di PT Petronesia Benimel merupakan konten tiruan (impostor content) untuk modus penipuan.(Ditulis oleh Rahmah)12"
[SALAH] Hasil Survei 20—25 September 2024 Pilkada Bone Bolango dari Indikator,https://turnbackhoax.id/2024/10/23/salah-hasil-survei-20-25-september-2024-pilkada-bone-bolango-dari-indikator/,"Oktober 23, 2024",Unggahan akun Tiktok “iris.rsb” berisi klaim “hasil survei Indikator Politik periode 20—25 September 2024 tentang pasangan calon bupati dan calon wakil bupati Kabupaten Bone Bolango” merupakan konten palsu (fabricated content).,"Unggahan akun Tiktok “iris.rsb” berisi klaim “hasil survei Indikator Politik periode 20—25 September 2024 tentang pasangan calon bupati dan calon wakil bupati Kabupaten Bone Bolango” merupakan konten palsu (fabricated content).Hasil survei resmi dari Indikator Politik bisa diakses di laman resmiwww.indikator.co.iddan kanal YouTube INDIKATORTV.Akun Tiktok “iris.rsb” pada Selasa (15/10/2024) membagikanvideo[arsip] berisi grafik hasil survei pasangan calon bupati dan calon wakil bupati Kabupaten Bone Bolango. Tercantum logo “Indikator Politik” dalam potongan hasil survei yang berlangsung 20—25 September 2024 itu.Berikut narasi lengkap yang ada di potongan hasil survei:“SIMULASI SEMI TERBUKA 4 PASLONKalau pemilihan langsung Bupati dan Wakil bupati Kabupaten Bone Bolango diakan saat ini, siapa yang bpk/bu pilih dari pasangan nama berikut ini? (%)…Pada simulasi semi terbuka, ISMET-RISMAN paling banyak dipilih 31.1%, kemudian AMRAN- IRWAN 20.2%, nama lain Jauh lebih rendah. Belum menentukan pilihan 21.5%.”Video berdurasi 13 detik tersebut per Rabu (22/10/2024) sudah disukai 55 akun, dibagikan ulang 11 akun, dan menuai 14 komentar.Pemeriksaan FaktaTim Pemeriksa Fakta Mafindo (TurnBackHoax) pertama-tama menelusuri akun Instagram Burhanuddin Muhtadi (@.burhanuddinmuhtadi), pendiri Indikator. Dalamunggahannya, Burhanuddin menegaskan tim Indikator tidak pernah melakukan survei pilkada di Kabupaten Bone Bolango pada periode tersebut.“Survei terakhir Indikator terakhir kalinya di sana bulan Agustus 2024 sebelum penetapan paslon. Itupun hasilnya berbeda dengan survei yang diklaim dari Indikator yg dikatakan dilakukan pada September,” tulis Burhanuddin di akun Instagram pribadinya.Dilansir dari pemberitaandulohupa.id, Indikator menegaskan hasil survei resmi bisa diakses di laman resmiwww.indikator.co.iddan kanal YouTubeINDIKATORTV.KesimpulanUnggahan akun Tiktok “iris.rsb” berisi klaim “hasil survei Indikator Politik periode 20—25 September 2024 tentang pasangan calon bupati dan calon wakil bupati Kabupaten Bone Bolango” merupakan konten palsu (fabricated content).(Ditulis oleh Rahmah)12"
[PENIPUAN] Video Soimah Janji Kasih Uang Rp50 Juta di TikTok,https://turnbackhoax.id/2024/10/23/penipuan-video-soimah-janji-kasih-uang-rp50-juta-di-tiktok/,"Oktober 23, 2024",Video bukan berasal dari akun TikTok asli Soimah (soimah_pancawati).,"Video bukan berasal dari akun TikTok asli Soimah (soimah_pancawati).Unggahan video berisi narasi “Soimah menjanjikan uang Rp50 juta” adalah konten tiruan (impostor content) untuk modus penipuan.Akun TikTok “soimah_pancawatireall1” pada Senin (26/8/2024) mengunggahvideo[arsip] yang memperlihatkan Soimah berbicara dan menjanjikan hadiah Rp50 juta. Berikut narasi lengkapnya:“selamat buat kamu yang melihat video ini, make janji kasih kamu 50 juta hari ini bagi yang sudah follow tekan love dan panah. ingat yang sudah follow ya. ini resmi langsung dari make ya. yang bilang hoax tenang saja sing penting kamu sudah dapat.”Pemeriksaan FaktaTim pemeriksa fakta Mafindo (TurnBackHoax) pertama-tama menelusuri kebenaran narasi dengan mengecek keaslian audio menggunakan detect.resemble.ai. Hasilnya, audio tersebut “palsu” atau dibuat menggunakan kecerdasan buatan (AI).Akun Tiktok “soimah_pancawatireall1” merupakan akun palsu yang mengatasnamakan Soimah untuk modus penipuan. Dalam akunTikTok resmi Soimahyang bercentang biru, Soimah tidak pernah membagikan video seperti unggahan akun “soimah_pancawatireall1”.TurnBackHoax sebelumnya sudah beberapa kali meluruskan klaim serupa yang mencatut nama Soimah, salah satunya lewat artikel “[PENIPUAN] Hadiah 100 Juta dari Soimah Melalui Games Tangkap Gambar” yang tayang September 2024.KesimpulanUnggahan video berisi narasi “Soimah menjanjikan uang Rp50 juta” adalah konten tiruan (impostor content) untuk modus penipuan.(Ditulis oleh Siti Lailatul Fitriyah)12"
[SALAH] Wasit Bahrain Ahmed Al-Kaf Dipidana Delapan Tahun Penjara,https://turnbackhoax.id/2024/10/23/salah-wasit-bahrain-ahmed-al-kaf-dipidana-delapan-tahun-penjara/,"Oktober 23, 2024",Wasit Bahrain hanya dilarang memimpin laga Al Ain (UEA) vs Al Hilal (Arab Saudi) di AFC Champions League Elite pada Senin (21/10/2024).,"Wasit Bahrain hanya dilarang memimpin laga Al Ain (UEA) vs Al Hilal (Arab Saudi) di AFC Champions League Elite pada Senin (21/10/2024).Unggahan berisi klaim “Wasit Bahrain Ahmed Al-Kaf dipidana delapan tahun penjara” adalah konten yang dimanipulasi (manipulated content).Sejak Rabu (12/10/2024) beredarvideo[arsip] dari kanal YouTube “GOAT NEWS” yang mengeklaim wasit Bahrain—Ahmed Al-Kaf—dipidana delapan tahun penjara. Berikut narasi lengkapnya“MAMPUS! AHMED AL KAHF TERPAKSA DI PIDANA PRESIDEN FIFA SEBUT BISA DI KURUNG SAMPAI 8 TAHUN PENJARA”Narasi diperkuat dengan foto Ahmed Al-Kaf yang terlihat sedang ditangkap oleh polisi. Per Rabu (23/10/2024), video tersebut sudah ditonton lebih dari 5.300 kali.Pemeriksaan FaktaTim pemeriksa fakta Mafindo (TurnBackHoax) pertama-tama menelusuri kebenaran klaim dengan memasukkan kata kunci “wasit Bahrain dipenjara 8 tahun” lewat mesin pencarian Google. Hasilnya, tidak ditemukan informasi tentang hal itu.TurnBackHoax kemudian mengulik foto sampul dalam unggahan lewat Google Lens. Diketahui, foto tersebut merupakandokumentasipenangkapan pengunjuk rasa oleh pihak Kepolisian Orange County, California pada September 2012.Kreator video memanipulasi foto tersebut dengan mengganti wajah pengunjuk rasa menjadi Wasit Bahrain Ahmed Al-Kaf.Video berdurasi 8 menit 12 detik itu pun sama sekali tidak menjelaskan Wasit Bahrain dipenjara delapan tahun. Narator dalam video hanya membacakan narasi dari artikelsuara.com“Cek Fakta Wasit Disogok Demi Kalahkan Timnas Indonesia” yang dipublikasikan Kamis (10/10/2024).Mengutip pemberitaansuara.comyang tayang Senin (14/10/2024), Wasit Bahrain Ahmed Al Kaf mendapat hukuman berupa larangan memimpin laga Al Ain (UEA) vs Al Hilal (Arab Saudi) di AFC Champions League Elite pada Senin (21/10/2024).KesimpulanUnggahan berisi klaim “Wasit Bahrain Ahmed Al-Kaf dipidana delapan tahun penjara” adalah konten yang dimanipulasi (manipulated content).(Ditulis oleh Siti Lailatul Fitriyah)12"
[PENIPUAN] Akun Facebook Daviena Berbagi Rejeki Motor dan Uang Tunai,https://turnbackhoax.id/2024/10/23/penipuan-akun-facebook-daviena-berbagi-rejeki-motor-dan-uang-tunai/,"Oktober 23, 2024","Akun Instagram resmi Melvina Husyanti, pemilik usaha produk perawatan kulit Daviena Skincare adalah instagram.com/melvhinahusyanti yang sudah terverifikasi.","Akun Instagram resmi Melvina Husyanti, pemilik usaha produk perawatan kulit Daviena Skincare adalah instagram.com/melvhinahusyanti yang sudah terverifikasi.Adanya akun Facebook “Daviena” itu merupakan konten tiruan (impostor content).Akun Facebook “Daviena” (fb.com//umul.her.5) pada Minggu (20/10/2024) mengunggahfoto[arsip] yang disukai lebih dari 6.600 kali, dikomentari lebih dari 1.900 kali, dan dibagikan 63 kali dengan narasi sebagai berikut:“Saya  akan memilih yang rajin daftar semoga dapat Rezeki untuk memiliki Motor cantik ini dan uang tunai segera cek komentar”Pemeriksaan FaktaBerdasarkan hasil penelusuran tim pemeriksa fakta Mafindo (TurnBackHoax), adanya akun Facebook “Daviena” yang menggunakan foto Melvina Husyanti, pemilik usaha produk perawatan kulit Daviena Skincare merupakan modus penipuan berkedok bagi-bagi hadiah.Akun Instagram resmi Melvina Husyanti, pemilik usaha produk perawatan kulit Daviena Skincare adalahinstagram.com/melvhinahusyantiyang sudah terverifikasi.Modus penipuan yang mengatasnamakan pengusaha seperti Melvina ini merupakan hoaks berulang dan sangat berbahaya jika korban memberikan data pribadi (seperti buku tabungan atau foto kartu identitas) untuk diunggah di media sosial. Pasalnya, data pribadi ini rawan digunakan untuk penipuan.KesimpulanDengan demikian, akun Facebook “Daviena” yang berbagi hadiah dengan mencatut foto Melvina Husyanti, pemilik usaha produk perawatan kulit Daviena Skincare, merupakan konten tiruan (impostor content).12"
[SALAH] Ridwan Kamil Proklamirkan Jakarta Satu Agama Islam,https://turnbackhoax.id/2024/10/23/salah-ridwan-kamil-proklamirkan-jakarta-satu-agama-islam/,"Oktober 23, 2024",Ridwan Kamil melalui video yang diunggah di akun Instagram pribadinya telah menegaskan klaim tersebut merupakan hoaks.,"Ridwan Kamil melalui video yang diunggah di akun Instagram pribadinya telah menegaskan klaim tersebut merupakan hoaks.Narasi berisi klaim “Ridwan Kamil memproklamirkan Jakarta satu agama Islam saja” merupakan konten yang menyesatkan (misleading content).Sejak Minggu (6/10/2024), beredarvideo[arsip] di TikTok dari akun “LENIMARLINA” berisi klaim tentang Ridwan Kamil (RK)—Suswono (pasangan calon gubernur Jakarta nomor urut 1) memproklamirkan bakal menjadikan Jakarta satu agama Islam.Berikut narasi lengkapnya:“sepertinya mereka bukan orang Indonesia, atau mereka anti bhinneka tunggal ika? Ridwan Kamil dan Suswono memproklamirkan satu agama saja (Islam) utk DKJ. Cagub dan Cawagub ini jelas2 bukan orang Indonesia, karena tidak terapkan Pancasila. Seharusnya mereka kampanye di Arab atau daerah Hamas, Hisbullah, Houti.”Dalam video terdapat tautan pemberitaan tempo.co “https://nasional.tempo.co/read/1923967/janji-kampanye-untuk-satu-agama-saja-di-pilkada-jakarta-jadi-sorotan” Hingga Rabu (23/10/2024), unggahan tersebut telah mendapatkan 18 penyuka, 102 tayangan dan 1 komentar yang terlihat mempercayai unggahan tersebut.Pemeriksaan FaktaSetelah dilakukan penelusuran menggunakan mesin pencarian Google dengan kata kunci “Ridwan Kamil proklamirkan satu agama Jakarta”, ditemukan pemberitaan Okezone tentang RK yang telah meluruskan klaim itu.Dilansir dariOkezone, ia telah menegaskan kabar “RK memproklamirkan satu agama di Jakarta jika terpilih sebagai gubernur” adalah hoaks.“Saya ingin menyampaikan klarifikasi ada satu berita, seolah-olah gara-gara kami yang menyebutkan Magrib Mengaji, seolah-olah Jakarta diproklamasikan menjadi wilayah satu agama. Saya sampaikan itu adalah tidak betul, itu adalah tidak benar,” jelasnya dalam video yang diunggah di instagram pribadinya (ridwankamil), Selasa (8/10/2024).Untuk diketahui, mengutip pemberitaancnnindonesia.com, program “Magrib Mengaji” nantinya hanya mewajibkan anak sekolah yang beragama Islam untuk mengaji setelah magrib.Lebih lanjut, tautan beritaTempo.coyang dituliskan dalam unggahan akun TikTok “LENIMARLINA” juga tidak membahas RK yang memproklamirkan satu agama di Jakarta. Isinya berupa kritik dari The Indonesian Institute (TII) tentang program “Magrib Mengaji” yang dinilai eksklusif untuk satu golongan agama.KesimpulanNarasi berisi klaim “Ridwan Kamil memproklamirkan Jakarta satu agama Islam saja” merupakan konten yang menyesatkan (misleading content).(Ditulis oleh Moch. Marcellodiansyah)12"
[SALAH] Video Kecelakaan Kapal di Gowa Sulawesi Selatan,https://turnbackhoax.id/2024/10/22/salah-video-kecelakaan-kapal-di-gowa-sulawesi-selatan/,"Oktober 22, 2024","Faktanya, itu merupakan potongan dokumentasi kecelakaan kapal di Danau Kivu (bagian timur Republik Demokratik Kongo).","Faktanya, itu merupakan potongan dokumentasi kecelakaan kapal di Danau Kivu (bagian timur Republik Demokratik Kongo).Video yang diklaim sebagai dokumentasi “kecelakaan kapal ferry di Gowa, Sulawesi Selatan pada Minggu (6/10/2024)” itu merupakan konten dengan konteks yang salah (misleading content).Akun Instagram “pontianakinfodisway.id” pada Senin (7/10/2024) mengunggahvideo[arsip] dan mengeklaim dokumentasi tersebut merupakan momen kecelakaan kapal di Gowa Sulawesi Selatan yang terjadi pada Minggu (6/10/2024).Unggahan disertai narasi:Kecelakaan Gua/sulsel pada hari minggu 06.10.2024. 23 jen*z*h ditemukan, 40 orang berhasil diselamatkan dan 64 hilang. Keserakahan pemilik kapal dalam kelebihan muatan, melebihi kepercayaan para pelancong juga. Sangat menyedihkan.Per Minggu (20/10/2024), konten itu sudah ditonton lebih dari 50 ribu kali.Pemeriksaan FaktaTim pemeriksa fakta Mafindo (TurnBackHoax) pertama-tama menelusuri kebenaran klaim dengan memasukkan gambar ke mesin Google Lens. Hasilnya, ditemukan gambar serupa dalam pemberitaanVoice of Nigeria(von.gov.ng) berjudul “78 Die As Ferry Capsizes On DR Congo Lake”.Faktanya, kecelakaan kapal tersebut terjadi di Danau Kivu (bagian timur Republik Demokratik Kongo) yang menewaskan 78 orang pada Jumat (4/10/2024).Voice of Nigeria mewartakan, kecelakaan seperti itu umum terjadi di RD Kongo. Pasalnya, kapal-kapal seringkali penuh sesak dengan penumpang yang jarang diberi jaket keselamatan dan sering kali tidak bisa berenang.KesimpulanVideo yang diklaim sebagai dokumentasi “kecelakaan kapal ferry di Gowa, Sulawesi Selatan pada Minggu (6/10/2024)” itu merupakan konten dengan konteks yang salah (misleading content).(Ditulis oleh Yudho Ardi)12"
[SALAH] Uang Rp10.000 Tahun Emisi 2005 Tak Lagi Berlaku,https://turnbackhoax.id/2024/10/22/salah-uang-rp10-000-tahun-emisi-2005-tak-lagi-berlaku/,"Oktober 22, 2024",Bank Indonesia (BI) menegaskan uang pecahan Rp10.000 tahun emisi 2005 masih berlaku sebagai alat pembayaran yang sah.,"Bank Indonesia (BI) menegaskan uang pecahan Rp10.000 tahun emisi 2005 masih berlaku sebagai alat pembayaran yang sah.Unggahan berisi klaim “uang pecahan Rp. 10.000 tahun emisi 2005 tak lagi berlaku dan tak dapat ditukar” merupakan konten yang menyesatkan (misleading content).Akun Tiktok “good.mood111” pada Jumat (04/10/2024) mengunggahvideo[arsip] berisi klaim “uang pecahan Rp. 10.000 tahun emisi 2005 tidak lagi berlaku dan tidak dapat ditukar”.Berikut narasi lengkapnya:Bank Indonesia (BI) menyebut uang pecahan Rp10 ribu tahun emisi 2005 tidak berlaku lagi. Uang tersebut berwarna ungu terang dan memiliki gambar Indonesia Sultan Mahmud Badaruddin II dan Rumah Limas.Uang Rp10 ribu emisi 2005 seharusnya telah ditarik sejak 2010. Namun, masyarakat diberikan tenggat waktu selama lima tahun untuk mengembalikan uang tersebut.Jika masyarakat masih memiliki uang Rp10 ribu tersebut dapat dikoleksi pribadi atau dijual ke kolektor uang. Karena uang tersebut tidak bisa lagi ditukar atau dikembalikan di bank.Kemudian, uang pecahan Rp10 ribu yang terbaru dan berlaku yakni emisi 2022 dengan gambar utama Pahlawan Nasional Frans Kaisiepo. Beserta tulisan ‘Frans Kaisiepo’, dengan dominasi warga ungu.Per Selasa (22/10/2024), konten tersebut sudah menuai sekitar 16 ribu tayangan dan dibagikan ulang hampir 60 kali.Pemeriksaan FaktaTim pemeriksa fakta Mafindo (TurnBackHoax) menelusuri kebenaran klaim dengan memasukkan kata kunci “Uang 10 ribu sudah tidak berlaku” ke mesin pencarian Google. Hasilnya, ditemukan pemberitaancnbcindonesia.comberisi penjelasan Bank Indonesia (BI).“Uang pecahan Rp10.000 yang masih berlaku adalah uang pecahan tahun emisi 2005, 2016, dan 2022” ujar Kepala Departemen Pengelolaan Uang BI Marlison Hakim dalam siaran persnya, dikutipcnbcindonesia.com, Sabtu (5/10/2024).Melansir pemberitaandetik.com, dalam Pasal 17 ayat (1) UU RI Nomor 7 Tahun 2011 termaktub pencabutan dan penarikan rupiah dari peredaran akan diumumkan melalui media massa.KesimpulanUnggahan berisi klaim “uang pecahan Rp. 10.000 tahun emisi 2005 tak lagi berlaku dan tak dapat ditukar” merupakan konten yang menyesatkan (misleading content).12"
[SALAH] Pelatih Timnas Indonesia Shin Tae Yong Mundur Usai Laga Lawan Cina,https://turnbackhoax.id/2024/10/22/salah-pelatih-timnas-indonesia-shin-tae-yong-mundur-usai-laga-lawan-cina/,"Oktober 22, 2024","Dalam laman resmi PSSI, Shin Tae Yong masih tercatat sebagai pelatih Timnas Indonesia hingga 2027. Ia dan Timnas Indonesia sedang mempersiapkan diri untuk melawan Jepang dan Arab Saudi bulan November mendatang.","Dalam laman resmi PSSI, Shin Tae Yong masih tercatat sebagai pelatih Timnas Indonesia hingga 2027. Ia dan Timnas Indonesia sedang mempersiapkan diri untuk melawan Jepang dan Arab Saudi bulan November mendatang.Unggahan “pelatih Timnas Indonesia Shin Tae Yong mundur usai laga lawan Cina” merupakan konten yang menyesatkan (misleading content).Akun “Ananda Putri” pada Rabu (16/10/2024) mengunggahfoto[arsip] di grup facebook “Timnas Indonesia” dengan narasi :“Breaking news: kekalahan lawan CHINA 2-1 akhirnya membuat STY MUNDUR sebagai PELATIH TIMNAS INDONESIA 😭😭😭Selamat tinggal STY#STYMUNDUR”Per Selasa (22/10/2024), 80 akun memberi tanda suka di unggahan tersebut. Konten juga menuai 93 komentar, mayoritas menyalahkan Shin Tae Yong (STY) atas kekalahan Timnas Indonesia melawan Cina.Pemeriksaan FaktaTim pemeriksa fakta Mafindo (TurnBackHoax) menelusuri sumber foto unggahan lewat Google Lens. Hasilnya, foto tersebut mirip dengan video di kanal YouTubeArena Kita“PRE MATCH PRESS CONFERECE SEBELUM LEG 2 AFF CUP 2020, SHIN TAE YONG PASTIKAN TIDAK ADA ADU PINALTI” yang diunggah Desember 2021.Video tersebut diambil saat konferensi pers sebelum laga leg kedua semifinal Piala AFF 2020 antara Indonesia dan Singapura pada Sabtu (25/12/2021).Dalamlaman resmi PSSI, STY masih tercatat sebagai pelatih Timnas Indonesia hingga 2027. Dilansir darikompas.com, STY serta Timnas Indonesia sedang menyiapkan diri untuk pertandingan melawan Jepang dan Arab Saudi pada Jumat (15/11/2024) dan Selasa (19/11/2024) di Stadion Gelora Bung Karno.KesimpulanUnggahan dengan narasi “pelatih Timnas Indonesia Shin Tae Yong mundur usai laga lawan Cina” merupakan konten yang menyesatkan (misleading content).(Ditulis oleh Vania Astagina)12"
[SALAH] Ada Kongkalikong Adik Prabowo dan Yusril di Balik Ekspor Pasir Laut,https://turnbackhoax.id/2024/10/22/salah-ada-kongkalikong-adik-prabowo-dan-yusril-di-balik-ekspor-pasir-laut/,"Oktober 22, 2024",Tidak ada sumber kredibel yang membenarkan klaim tersebut. Thumbnail dari video yang beredar pun merupakan hasil suntingan.,"Tidak ada sumber kredibel yang membenarkan klaim tersebut. Thumbnail dari video yang beredar pun merupakan hasil suntingan.Video berisi narasi “Adik Prabowo dan Yusril dibalik ekspor pasir laut” adalah konten yang dimanipulasi (manipulated content).Beredarvideo[arsip]dari kanal YouTube “KOPI POLITIK” yang mengeklaim ada kongkalikong Hashim Djojohadikusumo (adik Prabowo) dan Mantan Menteri Sekretaris Negara Yusril Ihza Mahendra dalam ekspor pasir lautBerikut narasi lengkapnya:KONGKALIKONG BUSUK TERBONGKAR !! TERNYATA ADIK PRABOWO DAN YUSRIL DIBALIK EKSPOR PASIR LAUTBREAKING NEWSKONGKALIKONG TERBONGKARADIK PRABOWO & YUSRIL DIBALIK EKSPOR PASIR LAUTKlaim tersebut diperkuat dengan sampul foto (thumbnail) yang menampilkan latar lokasi penambangan pasir. Sejak diunggah Jumat (4/10/2024), video tersebut per Senin (21/10/2024) telah ditonton lebih dari dua ribu kali.Pemeriksaan FaktaTim pemeriksa fakta Mafindo (TurnBackHoax) pertama-tama memasukkan kata kunci “Adik Prabowo dan Yusril dibalik ekspor pasir laut” ke mesin pencarian Google. Hasilnya, tidak ditemukan informasi yang membenarkan klaim.TurnBackHoax kemudian menelusuri sampul foto video itu lewat Google Lens dan tidak menemukan gambar yang identik. Potret dalam thumbnail video merupakan hasil suntingan atau manipulasi dari gabungan sejumlah gambar.Video berdurasi 6 menit 12 detik tersebut hanya menampilkan cuplikan dari beberapa peristiwa berbeda yang tidak berkaitan. Narator dalam video membacakan ulang artikelsuara.com“Heboh Adik Prabowo Jadi Penambang Pasir Laut, Reaksi Pandji Pragiwaksono: Sabar Nyet”.Artikel yang tayang Minggu (6/10/2024) itu membahas komika Pandji Pragiwaksono yang menyoroti dibukanya kembali keran ekspor pasir laut oleh Jokowi.KesimpulanVideo berisi narasi “Adik Prabowo dan Yusril dibalik ekspor pasir laut” merupakan konten yang dimanipulasi (manipulated content).(Ditulis oleh Pekik Jalu Utomo)12"
[SALAH] Mie Sedaap Mengandung Pestisida,https://turnbackhoax.id/2024/10/22/salah-mie-sedaap-mengandung-pestisida/,"Oktober 22, 2024",Penarikan produk mi instan asal Indonesia dari Hong Kong merupakan kejadian tahun 2022. BPOM memastikan produk mi instan yang ditarik di Hong Kong berbeda dengan yang beredar di Indonesia.,"Penarikan produk mi instan asal Indonesia dari Hong Kong merupakan kejadian tahun 2022. BPOM memastikan produk mi instan yang ditarik di Hong Kong berbeda dengan yang beredar di Indonesia.Unggahan berisi klaim “Mie Sedaap diduga pestisida” merupakan konten yang menyesatkan (misleading content).Pada Selasa (8/10/2024) akun Facebook “MimiThiwi” membagikan unggahanvideo[arsip] berisi cukilan berita Kompas TV tentang penarikan merek mi instan ‘Mie Sedaap’ oleh otoritas keamanan pangan Hong Kong. Unggahan serupa ditemukan di akunini[arsip].Pengunggah juga menghimbau masyarakat untuk berhati-hati terhadap produk Mie Sedaap yang diduga mengandung pestisida. Berikut narasi lengkapnya :“Yang suka makan MIE SEDAP Hati2 ya …”Hingga Selasa (22/10/2024), unggahan mendapat lebih dari 32 ribu tanda suka, 4 komentar, serta dibagikan ulang 185 ribu kali.Pemeriksaan FaktaDisadur dari artikelCek Fakta Kompas.BeritaKompas TVmengenai mi instan mengandung pestisida telah ditayangkan dua tahun lalu pada 29 September 2022. Dalam video tersebut, Centre of Food Safety (CFS) Hong Kong mengungkapkan temuan residu pestisida etilen oksida (EtO) pada sampel mi dan bumbu dari produk Sedaap Korean Spicy Chicken Flavour Fried Noodle yang diambil dari toserba. CFS kemudian meminta distributor Golden Long Food Trading untuk menghentikan penjualan dan menarik produk tersebut.Badan Pengawas Obat dan Makanan (BPOM) Indonesia memastikan produk mi instan yang ditarik di Hong Kong berbeda dengan yang beredar di Indonesia. Melaluisiaran persnyapada September 2022, BPOM juga menyatakan produk yang beredar di Indonesia aman dan memenuhi standar yang ditetapkan.“Mie Sedaap memastikan tidak ada penggunaan EtO dan telah mengantongi persyaratan BPOM,” kata Head of Corporate Communications & CSR WINGS Group Indonesia, kata Sheila Kansil, kepada Kompas pada September 2022 lalu.KesimpulanUnggahan berisi klaim “produk Mie Sedaap mengandung pestisida” merupakan konten yang menyesatkan (misleading content).(Ditulis oleh Raymondha Elsha)12"
